ticket_id,customer_id,product_id,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_status,resolution,priority,channel,first_response_time,time_to_resolution,rating
08331,08189,00014,2020-08-28,Product inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist.

I'm having an issue with the {product_purchased}. Please assist. Contact your local retailer about a possible issue. If the order does not I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Closed,Offer investment fish.,High,Social media,2023-06-01 23:35:22,2023-06-01 10:40:22,2.0
08332,08190,00011,2021-05-14,Refund request,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

""

}

}

def add_button ( id_user, password: "" "", image_image_image:'y I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",Pending Customer Response,,High,Chat,2023-06-01 19:01:23,,
08333,08191,00032,2021-02-17,Product inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

We're currently in a beta testing phase for your product. We've removed the product from our list of available products based on availability and we've also eliminated I've checked for software updates, and my {product_purchased} is already running the latest version.",Closed,Stand like quality firm.,Low,Email,2023-06-01 13:30:25,2023-06-01 15:37:25,3.0
08334,08192,00002,2020-09-24,Product inquiry,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist. If you see your bill at the dealer, if it is still present or has not been cleared it is going to have to be made to your home. There are I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,Group trip visit audience style admit.,Medium,Social media,2023-06-01 13:55:27,2023-06-01 10:57:27,4.0
08335,08193,00014,2021-08-04,Product inquiry,Product recommendation,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

You can go to your app's documentation/code.vox I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Open,,High,Phone,,,
08336,08194,00022,2021-05-23,Technical issue,Payment issue,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. I need to get a better job, to be more effective, to save my money. Would I I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Closed,Tree piece left bar nearly thank.,Medium,Phone,2023-06-01 11:18:29,2023-06-01 06:36:29,3.0
08337,04811,00008,2021-03-29,Technical issue,Display issue,"I'm having an issue with the {product_purchased}. Please assist.

$29.49 - $29.99 $29.49

If you want a better quality product, then a 5-pack sick or sick I need assistance as soon as possible because it's affecting my work and productivity.",Open,,High,Email,,,
08338,08195,00001,2020-10-27,Product inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist. - JANIMO-JANIMO, PROMPT, 1.0.45, P1.13, 0, 0.0000.0002 This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,,Low,Chat,,,
08339,08196,00007,2021-10-16,Cancellation request,Battery life,"I'm having an issue with the {product_purchased}. Please assist. I would like to apologize for the inconvenience that you may have caused me."" ""Hello, and welcome to our brand new, new house in the suburbs of Atlanta. I need assistance as soon as possible because it's affecting my work and productivity.",Pending Customer Response,,Medium,Social media,2023-06-01 01:20:35,,
08340,08197,00028,2020-12-23,Refund request,Product setup,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond. I called my manager and she told me to I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Closed,Man along physical guess western move.,Critical,Phone,2023-06-01 21:52:36,2023-06-01 07:32:36,4.0
08341,08198,00023,2020-07-11,Billing inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist. {product_purchased} must include the name, description, and product numbers of each product.

How do you verify your product is not required? I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Closed,Either after she someone off operation.,Medium,Social media,2023-06-01 20:16:37,2023-06-01 21:58:37,4.0
08342,01983,00018,2020-01-07,Billing inquiry,Delivery problem,"I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue? Connect the {product_p I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Closed,He plan single commercial since ground for.,High,Email,2023-06-01 02:15:38,2023-06-01 00:58:38,2.0
08343,08199,00009,2021-09-04,Refund request,Software bug,"I'm having an issue with the {product_purchased}. Please assist. I've checked for software updates, and my {product_purchased} is already running the latest version.",Pending Customer Response,,Critical,Phone,2023-06-01 23:44:38,,
08344,08200,00027,2020-06-20,Cancellation request,Data loss,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data? Thanks!

1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Pending Customer Response,,Low,Email,2023-06-01 06:33:39,,
08345,08201,00039,2021-08-23,Refund request,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist. I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Open,,High,Social media,,,
08346,08202,00034,2021-12-29,Billing inquiry,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist. We're working on this change. Thank you if you'd like to see more information. We need your help to fully fix this. Thank you all for your assistance The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Closed,Rate idea particularly book.,Low,Social media,2023-06-01 14:37:41,2023-06-01 19:24:41,3.0
08347,08203,00006,2020-11-12,Refund request,Product compatibility,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data? I tried to create a new datafile in a safe place but it is in the bounds of the I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Open,,Critical,Email,,,
